Source	Target	Label
/BD_248	/BD_250	a-occident
/BD_249	/BD_248	a-occident
/BD_249	/R_111	a-circio
/BD_249	/BD_503	a-meridie
/BD_249	/BD_253	a-occident
/BD_25	/BD_24	a-occident
/BD_25	/R_54	a-circio
/BD_25	/R_54	a-orient
/BD_25	/BD_26	a-meridie
/BD_25	/E_156	a-meridie
/BD_250	/BD_248	a-orient
/BD_250	/BD_243	a-meridie
/BD_250	/BD_251	a-occident
/BD_250	/BD_255	a-occident
/BD_250	/BD_256	a-occident
/BD_250	/R_114	a-circio
/BD_251	/BD_250	a-orient
/BD_251	/R_114	a-circio
/BD_251	/BD_255	a-meridie
/BD_251	/BD_252	a-occident
/BD_252	/R_114	in compito-sive-cantono
/BD_252	/R_114	a-circio
/BD_252	/BD_251	a-orient
/BD_252	/BD_253	a-meridie
/BD_252	/R_110	a-occident
/BD_253	/BD_252	a-circio
/BD_253	/R_110	a-occident
/BD_253	/BD_255	a-orient
/BD_253	/BD_254	a-meridie
/BD_254	/BD_253	a-circio
/BD_254	/R_110	a-occident
/BD_254	/BD_255	a-orient
/BD_254	/BD_255	a-meridie
/BD_255	/BD_251	a-circio
/BD_255	/R_110	a-occident
/BD_255	/BD_254	a-occident
/BD_255	/BD_256	a-meridie
/BD_255	/BD_250	a-orient
/BD_256	/BD_255	a-circio
/BD_256	/R_110	a-occident
/BD_256	/BD_250	a-orient
/BD_256	/BD_243	a-orient
/BD_256	/BD_257	a-meridie
/BD_257	/BD_254	a-circio
/BD_257	/BD_243	a-circio
/BD_257	/R_110	a-occident
/BD_257	/BD_243	a-orient
/BD_257	/BD_242	a-orient
/BD_26	/BD_25	a-circio
/BD_26	/E_156	a-occident
/BD_26	/R_54	a-orient
/BD_26	/BD_27	a-meridie
/BD_27	/BD_26	a-circio
/BD_27	/R_54	a-orient
/BD_27	/E_156	a-occident
/BD_27	/E_159	a-meridie
/BD_27	/R_54	in
/BD_28	/R_54	a-meridie
/BD_28	/RN_00127	a-meridie
/BD_28	/R_54	a-occident
/BD_28	/BND_807	a-orient
/BD_28	/BD_29	a-circio
/BD_29	/BD_28	a-meridie
/BD_29	/R_54	a-occident
/BD_29	/BND_807	a-orient
/BD_29	/BD_30	a-circio
/BD_3	/R_68	a-orient
/BD_3	/R_75	a-orient
/BD_3	/BND_801	a-occident
/BD_3	/E_152	a-circio
/BD_3	/BND_802	a-circio
/BD_3	/BD_4	a-meridie
/BD_30	/BD_29	a-meridie
/BD_30	/BND_808	a-orient
/BD_30	/R_54	a-occident
/BD_30	/BD_31	a-circio
/BD_31	/BD_30	a-meridie
/BD_31	/R_54	a-occident
/BD_31	/BND_810	a-orient
/BD_31	/BD_32	a-circio
/BD_32	/BD_31	a-meridie
/BD_32	/R_54	a-occident
/BD_32	/BD_34	a-circio
/BD_32	/BD_33	a-orient
/BD_33	/BD_32	a-occident
/BD_33	/BND_809	a-orient
/BD_33	/BND_810	a-meridie
/BD_33	/BD_34	a-circio
/BD_34	/BD_32	a-meridie
/BD_34	/R_54	a-occident
/BD_34	/BND_811	a-orient
/BD_34	/BD_35	a-circio
/BD_35	/BD_34	a-meridie
/BD_35	/R_54	a-occident
/BD_35	/BND_812	a-orient
/BD_35	/BD_36	a-circio
/BD_36	/BD_35	a-meridie
/BD_36	/R_54	a-occident
/BD_36	/BND_813	a-orient
/BD_36	/BD_37	a-circio
/BD_37	/BD_36	a-meridie
/BD_37	/R_54	a-occident
/BD_37	/R_54	a-circio
/BD_37	/BD_38	a-orient
/BD_38	/BD_37	a-occident
/BD_38	/R_54	a-circio
/BD_38	/BND_814	a-meridie
/BD_38	/BD_39	a-orient
/BD_39	/BD_38	a-occident
/BD_39	/R_54	a-circio
/BD_39	/BND_815	a-orient
/BD_39	/BND_815	a-meridie
/BD_4	/BD_3	a-circio
/BD_4	/R_75	a-orient
/BD_4	/BND_803	a-occident
/BD_4	/BD_5	a-meridie
/BD_40	/E_131	juxta
/BD_40	/E_131	a-orient
/BD_40	/E_131	a-meridie
/BD_40	/R_54	a-occident
/BD_40	/BD_18	a-circio
/BD_41	/E_131	a-orient
/BD_41	/E_132	a-meridie
/BD_41	/E_131	a-circio
/BD_41	/R_54	a-occident
/BD_42	/E_131	a-circio
/BD_42	/BD_43	a-occident
/BD_42	/BD_44	a-occident
/BD_42	/BD_45	a-meridie
/BD_43	/R_54	a-occident
/BD_43	/BD_42	a-orient
/BD_43	/R_54	a-circio
/BD_43	/BD_44	a-meridie
/BD_44	/BD_42	a-orient
/BD_44	/BD_43	a-circio
/BD_44	/R_62	a-occident
/BD_44	/BD_45	a-meridie
/BD_443	/R_74	juxta
/BD_443	/RN_00120	a-circio
/BD_443	/RN_00120	a-occident
/BD_443	/BD_444	a-meridie
/BD_443	/BD_149	a-orient
/BD_444	/R_74	in
/BD_444	/BD_443	a-circio
/BD_444	/R_74	a-occident
/BD_444	/BD_151	a-orient
/BD_444	/BD_148	a-meridie
/BD_444	/BD_147	a-meridie
/BD_445	/R_74	a-orient
/BD_445	/R_96	a-meridie
/BD_445	/BND_878	a-occident
/BD_445	/BD_446	a-circio
/BD_446	/R_74	in
/BD_446	/BD_445	a-meridie
/BD_446	/R_74	a-orient
/BD_446	/BD_123	a-occident
/BD_446	/BD_122	a-circio
/BD_447	/R_74	juxta
/BD_447	/BD_146	ante
/BD_447	/R_8	a-orient
/BD_447	/BD_143	a-circio
/BD_447	/BD_141	a-meridie
/BD_447	/BD_448	a-occident
/BD_448	/R_13	in
/BD_448	/R_13	a-occident
/BD_448	/BD_97	a-circio
/BD_448	/BD_92	a-circio
/BD_448	/BD_144	a-circio
/BD_448	/BD_98	a-meridie
/BD_448	/BD_99	a-meridie
/BD_448	/BD_100	a-meridie
/BD_448	/BD_101	a-meridie
/BD_448	/BD_138	a-meridie
/BD_448	/BD_136	a-meridie
/BD_448	/BD_447	a-orient
/BD_448	/BD_141	a-orient
/BD_449	/L_224	in
/BD_449	/R_12	in
/BD_449	/R_8	juxta
/BD_449	/BD_131	a-occident
/BD_449	/R_12	a-circio
/BD_449	/BND_879	a-orient
/BD_45	/R_62	a-orient
/BD_45	/R_62	a-occident
/BD_45	/R_76	a-meridie
/BD_45	/E_156	a-meridie
/BD_45	/BD_44	a-circio
/BD_45	/BD_43	a-circio
/BD_450	/R_74	subtus
/BD_450	/R_8	a-occident
/BD_450	/BD_145	a-circio
/BD_450	/BND_880	a-meridie
/BD_451	/R_8	a-circio
/BD_451	/BD_165	a-occident
/BD_451	/BD_166	a-meridie
/BD_451	/BD_452	a-orient
/BD_452	/R_9	in
/BD_452	/BD_451	a-occident
/BD_452	/R_9	a-circio
/BD_452	/BD_167	a-orient
/BD_452	/BD_167	a-meridie
/BD_452	/BD_168	a-meridie
/BD_453	/R_9	in
/BD_453	/BD_452	ab-una-part
/BD_453	/BD_451	ab-una-part
/BD_454	/R_8	in
/BD_454	/R_8	a-occident
/BD_454	/R_97	a-meridie
/BD_454	/BD_134	a-circio
/BD_454	/BD_455	a-orient
/BD_455	/BD_454	a-occident
/BD_455	/BD_454	a-circio
/BD_455	/R_97	a-meridie
/BD_455	/BD_1144	a-orient
/BD_456	/R_99	a-occident
/BD_456	/R_113	a-circio
/BD_456	/BD_219	a-orient
/BD_456	/BD_220	a-meridie
/BD_457	/R_10	in
/BD_457	/R_10	a-occident
/BD_457	/R_10	a-circio
/BD_457	/BD_57	a-meridie
/BD_457	/BD_182	a-meridie
/BD_457	/BD_458	a-orient
/BD_457	/BD_465	a-orient
/BD_457	/BD_56	a-meridie
/BD_458	/R_10	in
/BD_458	/R_10	a-circio
/BD_458	/BD_457	a-occident
/BD_458	/BD_457	a-meridie
/BD_458	/R_10	a-circio
/BD_458	/BND_881	a-orient
/BD_459	/R_10	in
/BD_459	/BD_458	prope
/BD_459	/R_10	a-meridie
/BD_459	/BD_178	a-orient
/BD_459	/BD_460	a-occident
/BD_459	/BND_882	a-circio
/BD_46	/R_54	in-capite
/BD_46	/R_54	a-orient
/BD_46	/R_54	a-occident
/BD_46	/R_54	a-occident
/BD_46	/BD_47	a-circio
/BD_46	/BD_48	a-circio
/BD_460	/R_10	in
/BD_460	/BD_459	a-orient
/BD_460	/R_10	a-meridie
/BD_460	/BD_180	a-occident
/BD_460	/BD_461	a-occident
/BD_460	/BD_179	a-circio
/BD_461	/R_10	in
/BD_461	/BD_460	a-orient
/BD_461	/BD_460	a-circio
/BD_461	/R_10	a-meridie
/BD_461	/BD_180	a-occident
/BD_462	/R_10	in
/BD_462	/R_10	a-occident
/BD_462	/BD_463	a-circio
/BD_462	/EN_0049	a-meridie
/BD_463	/R_10	in
/BD_463	/BD_462	a-meridie
/BD_463	/R_10	a-occident
/BD_463	/BD_180	a-circio
/BD_465	/R_17	in-capite
/BD_465	/R_115	in
/BD_465	/E_133	ante
/BD_465	/R_17	a-orient
/BD_465	/BD_57	a-meridie
/BD_465	/BD_56	a-meridie
/BD_465	/BD_457	a-occident
/BD_465	/BND_883	a-circio
/BD_465	/BND_884	a-circio
/BD_466	/BG_423	in
/BD_466	/BND_885	a-circio
/BD_466	/RN_00119	a-meridie
/BD_466	/BD_467	a-occident
/BD_467	/BG_423	in
/BD_467	/BD_466	a-orient
/BD_467	/RN_00119	a-circio
/BD_467	/RN_00119	a-meridie
/BD_467	/BD_468	a-occident
/BD_468	/BG_423	in
/BD_468	/BD_467	a-orient
/BD_468	/RN_00119	a-circio
/BD_468	/RN_00119	a-meridie
/BD_468	/BD_469	a-occident
/BD_469	/BG_423	in
/BD_469	/BD_468	a-orient
/BD_469	/RN_00119	a-circio
/BD_469	/RN_00119	a-meridie
/BD_469	/BD_470	a-occident
/BD_47	/BD_46	a-meridie
/BD_47	/R_76	a-occident
/BD_47	/E_156	a-occident
/BD_47	/BD_48	a-orient
/BD_47	/BD_49	a-circio
/BD_470	/BG_423	in
/BD_470	/BD_469	a-orient
/BD_470	/RN_00119	a-circio
/BD_470	/RN_00119	a-meridie
/BD_470	/BD_471	a-occident
/BD_470	/BD_472	a-occident
/BD_471	/BG_423	in
/BD_471	/BD_470	a-orient
/BD_471	/RN_00119	a-circio
/BD_471	/R_116	a-occident
/BD_471	/BD_472	a-meridie
/BD_472	/BG_423	in
/BD_472	/BD_471	a-circio
/BD_472	/R_116	a-occident
/BD_472	/BND_886	a-orient
/BD_472	/RN_00119	a-meridie
/BD_473	/BG_423	in
/BD_473	/BND_887	a-orient
/BD_473	/RN_00119	a-circio
/BD_473	/BD_486	a-meridie
/BD_473	/BD_474	a-occident
/BD_473	/BD_475	a-occident
/BD_474	/BG_423	in
/BD_474	/BD_484	a-meridie
/BD_474	/BD_475	a-circio
/BD_474	/BD_476	a-occident
/BD_475	/BG_423	in
/BD_475	/BD_473	a-orient
/BD_475	/RN_00119	a-circio
/BD_475	/BD_474	a-meridie
/BD_475	/BD_484	a-meridie
/BD_475	/BD_476	a-occident
/BD_476	/BG_423	in
/BD_476	/BD_475	a-orient
/BD_476	/BD_483	a-meridie
/BD_476	/RN_00119	a-circio
/BD_476	/BD_477	a-occident
/BD_477	/BG_423	in
/BD_477	/BD_476	a-orient
/BD_477	/BD_482	a-meridie
/BD_477	/RN_00119	a-circio
/BD_477	/BD_478	a-occident
/BD_478	/BG_423	in
/BD_478	/BD_477	a-orient
/BD_478	/RN_00119	a-circio
/BD_478	/BD_482	a-meridie
/BD_478	/BD_479	a-occident
/BD_479	/BG_423	in
/BD_479	/BD_478	a-orient
/BD_479	/R_116	a-occident
/BD_479	/RN_00119	a-circio
/BD_479	/BD_482	a-meridie
/BD_479	/BD_480	a-meridie
/BD_48	/BD_46	a-meridie
/BD_48	/BD_47	a-occident
/BD_48	/R_54	a-orient
/BD_48	/BD_49	a-circio
/BD_480	/BG_423	in
/BD_480	/BD_479	a-circio
/BD_480	/R_116	a-occident
/BD_480	/BD_481	a-orient
/BD_480	/BD_481	a-meridie
/BD_481	/BG_423	in
/BD_481	/BD_480	a-circio
/BD_481	/R_116	a-occident
/BD_481	/BD_482	a-orient
/BD_481	/BD_482	a-meridie
/BD_482	/BG_423	in
/BD_482	/BD_481	a-circio
/BD_482	/BD_478	a-circio
/BD_482	/R_116	a-occident
/BD_482	/RN_00119	a-meridie
/BD_482	/BD_483	a-orient
/BD_483	/BG_423	in
/BD_483	/BD_482	a-occident
/BD_483	/RN_00119	a-meridie
/BD_483	/BD_476	a-circio
/BD_483	/BD_484	a-orient
/BD_484	/BG_423	in
/BD_484	/BD_483	a-occident
/BD_484	/RN_00119	a-meridie
/BD_484	/BD_474	a-circio
/BD_484	/BD_485	a-orient
/BD_485	/BG_423	in
/BD_485	/BD_484	a-occident
/BD_485	/RN_00119	a-meridie
/BD_485	/BD_474	a-circio
/BD_485	/BD_486	a-orient
/BD_486	/BG_423	in
/BD_486	/BD_485	a-occident
/BD_486	/RN_00119	a-meridie
/BD_486	/BD_474	a-circio
/BD_486	/BD_487	a-orient
/BD_487	/BG_423	in
/BD_487	/BD_486	a-occident
/BD_487	/RN_00119	a-meridie
/BD_487	/BND_887	a-circio
/BD_487	/BD_488	a-orient
/BD_488	/BG_423	in
/BD_488	/BD_487	a-occident
/BD_488	/RN_00119	a-meridie
/BD_488	/BD_467	a-circio
/BD_489	/RN_00119	a-meridie
/BD_489	/BD_488	a-orient
/BD_489	/BG_423	in
/BD_49	/BD_47	a-meridie
/BD_49	/BD_48	a-meridie
/BD_49	/R_54	a-orient
/BD_49	/R_76	a-occident
/BD_49	/E_156	a-occident
/BD_49	/BD_50	a-circio
/BD_490	/BG_425	in-capite
/BD_490	/BD_494	a-orient
/BD_490	/RN_00118	a-occident
/BD_490	/BD_491	a-meridie
/BD_491	/BG_425	in
/BD_491	/BD_490	a-circio
/BD_491	/BD_246	a-orient
/BD_491	/RN_00117	a-occident
/BD_491	/BD_492	a-meridie
/BD_492	/BG_425	in
/BD_492	/BD_491	a-circio
/BD_492	/RN_00117	a-occident
/BD_492	/BD_246	a-orient
/BD_492	/BD_493	a-meridie
/BD_493	/BG_425	in
/BD_493	/BD_492	a-circio
/BD_493	/RN_00117	a-occident
/BD_493	/BD_246	a-orient
/BD_493	/BD_244	a-orient
/BD_494	/BG_425	in
/BD_494	/BD_493	a-circio
/BD_494	/RN_00117	a-occident
/BD_494	/BD_244	a-orient
/BD_494	/BD_495	a-meridie
/BD_495	/BG_425	in
/BD_495	/BD_494	a-circio
/BD_495	/RN_00117	a-occident
/BD_495	/BD_244	a-orient
/BD_495	/BD_243	a-meridie
/BD_496	/BG_425	in
/BD_496	/BD_243	a-meridie
/BD_496	/RN_00117	a-orient
/BD_496	/BD_250	a-occident
/BD_496	/BD_497	a-circio
/BD_497	/BG_425	in
/BD_497	/BD_496	a-meridie
/BD_497	/RN_00117	a-orient
/BD_497	/BD_250	a-occident
/BD_497	/BD_498	a-circio
/BD_498	/BG_425	in
/BD_498	/BD_497	a-meridie
/BD_498	/RN_00117	a-orient
/BD_498	/BD_250	a-occident
/BD_498	/BD_499	a-circio
/BD_499	/BG_425	in
/BD_499	/BD_498	a-meridie
/BD_499	/BD_250	a-occident
/BD_499	/RN_00117	a-orient
/BD_499	/BD_500	a-circio
/BD_5	/BD_4	a-circio
/BD_5	/R_75	a-orient
/BD_5	/BND_803	a-occident
/BD_5	/BND_804	a-meridie
/BD_50	/BD_49	a-meridie
/BD_50	/R_54	a-orient
/BD_50	/R_76	a-occident
/BD_50	/E_156	a-occident
/BD_50	/BD_51	a-circio
/BD_500	/BG_425	in
/BD_500	/BD_499	a-meridie
/BD_500	/RN_00117	a-orient
/BD_500	/BD_250	a-occident
/BD_500	/BD_501	a-circio
/BD_501	/BG_425	in
/BD_501	/BD_500	a-meridie
/BD_501	/RN_00117	a-orient
/BD_501	/BD_250	a-occident
/BD_501	/BD_502	a-circio
/BD_502	/BG_425	in
/BD_502	/BD_501	a-meridie
/BD_502	/RN_00117	a-orient
/BD_502	/BD_250	a-occident
/BD_502	/BD_503	a-circio
/BD_503	/BG_425	in
/BD_503	/BD_503	a-meridie
/BD_503	/RN_00117	a-orient
/BD_503	/BD_250	a-occident
/BD_503	/BD_504	a-circio
/BD_503	/BD_253	a-circio
/BD_504	/BG_425	in
/BD_504	/BD_253	a-orient
/BD_504	/BD_503	a-meridie
/BD_504	/R_114	a-circio
/BD_51	/BD_50	a-meridie
/BD_51	/R_54	a-orient
/BD_51	/E_156	a-occident
/BD_51	/R_76	a-occident
/BD_51	/BD_52	a-circio
/BD_52	/BD_51	a-meridie
/BD_52	/R_54	a-orient
/BD_52	/E_156	a-occident
/BD_52	/R_76	a-occident
/BD_52	/BD_53	a-circio
/BD_53	/BD_52	a-meridie
/BD_53	/R_54	a-orient
/BD_53	/E_156	a-occident
/BD_53	/R_76	a-occident
/BD_53	/BD_54	a-circio
/BD_54	/BD_53	a-meridie
/BD_54	/R_54	a-orient
/BD_54	/E_156	a-occident
/BD_54	/R_76	a-occident
/BD_54	/BD_55	a-circio
/BD_55	/BD_54	a-meridie
/BD_55	/R_54	a-orient
/BD_55	/E_156	a-occident
/BD_55	/R_76	a-occident
/BD_55	/E_159	a-circio
/BD_56	/R_17	in-capite
/BD_56	/BD_457	a-occident
/BD_56	/BD_465	a-circio
/BD_56	/BND_816	a-circio
/BD_56	/R_17	a-orient
/BD_56	/BD_58	a-orient
/BD_56	/BD_58	a-meridie
/BD_56	/BD_59	a-meridie
/BD_56	/BD_61	a-meridie
/BD_57	/BD_56	ab-una-part
/BD_58	/R_17	a-orient
/BD_58	/BD_56	a-circio
/BD_58	/BD_57	a-occident
/BD_58	/BD_59	a-meridie
/BD_59	/R_17	a-orient
/BD_59	/BD_58	a-circio
/BD_59	/BD_61	a-occident
/BD_59	/BD_60	a-meridie
/BD_6	/R_55	in
/BD_6	/R_55	a-meridie
/BD_6	/E_154	a-orient
/BD_6	/E_154	a-circio
/BD_6	/E_155	a-occident
/BD_60	/BD_59	a-circio
/BD_60	/R_17	a-orient
/BD_60	/BD_61	a-occident
/BD_60	/BD_62	a-meridie
/BD_61	/BD_60	a-orient
/BD_61	/BD_59	a-circio
/BD_61	/BD_185	a-occident
/BD_61	/BD_62	a-meridie
/BD_62	/R_17	a-orient
/BD_62	/BD_61	a-circio
/BD_62	/BD_185	a-occident
/BD_62	/BD_186	a-occident
/BD_62	/BD_63	a-meridie
/BD_63	/BD_62	a-circio
/BD_63	/R_17	a-orient
/BD_63	/BD_187	a-occident
/BD_63	/BD_64	a-meridie
/BD_63	/BD_65	a-meridie
/BD_64	/BD_63	a-circio
/BD_64	/R_17	a-orient
/BD_64	/BD_65	a-meridie
/BD_64	/BD_65	a-occident
/BD_65	/BD_64	a-orient
/BD_65	/BD_187	a-occident
/BD_65	/BD_188	a-occident
/BD_65	/BD_66	a-meridie
/BD_65	/BD_67	a-meridie
/BD_66	/BG_432	a-circio
/BD_66	/BD_65	a-circio
/BD_66	/R_17	a-orient
/BD_66	/RN_00126	a-meridie
/BD_66	/BD_69	a-meridie
/BD_66	/BD_67	a-occident
/BD_67	/BD_66	a-orient
/BD_67	/RN_00126	a-meridie
/BD_67	/BD_65	a-circio
/BD_67	/BD_188	a-occident
/BD_68	/RN_00126	a-circio
/BD_68	/BD_70	a-occident
/BD_68	/BD_71	a-meridie
/BD_68	/BD_69	a-orient
/BD_69	/R_17	a-orient
/BD_69	/RN_00126	a-circio
/BD_69	/BD_66	a-circio
/BD_69	/BD_68	a-occident
/BD_69	/BD_70	a-meridie
/BD_7	/R_55	a-meridie
/BD_7	/E_155	a-circio
/BD_7	/E_154	a-occident
/BD_7	/BD_8	a-orient
/BD_70	/BD_69	a-circio
/BD_70	/R_17	a-orient
/BD_70	/BG_434	a-occident
/BD_70	/BND_817	a-occident
/BD_70	/BD_71	a-meridie
/BD_70	/BD_72	a-meridie
/BD_72	/BD_70	a-circio
/BD_72	/BD_71	a-circio
/BD_72	/RN_00128	a-orient
/BD_72	/BD_73	a-occident
/BD_72	/BD_73	a-meridie
/BD_73	/BD_71	a-circio
/BD_73	/BD_72	a-circio
/BD_73	/BD_71	a-occident
/BD_73	/BD_72	a-occident
/BD_73	/R_17	a-orient
/BD_73	/BD_72	a-orient
/BD_73	/BND_818	a-meridie
/BD_74	/R_17	a-orient
/BD_74	/BND_819	a-circio
/BD_74	/BD_197	a-occident
/BD_74	/BD_75	a-meridie
/BD_74	/BD_199	a-meridie
/BD_74	/BD_198	a-circio
/BD_75	/BD_74	a-circio
/BD_75	/RN_00128	a-orient
/BD_75	/BD_76	a-meridie
/BD_76	/BD_75	a-circio
/BD_76	/R_17	a-orient
/BD_76	/BD_200	a-occident
/BD_76	/BD_77	a-meridie
/BD_77	/R_16	in compito-sive-cantono
/BD_77	/BD_76	a-circio
/BD_77	/R_17	a-orient
/BD_77	/R_16	a-meridie
/BD_77	/BD_200	a-occident
/BD_78	/R_80	in
/BD_78	/R_80	a-orient
/BD_78	/R_69	seu cum
/BD_78	/BND_820	a-meridie
/BD_78	/R_80	a-circio
/BD_78	/BND_821	a-circio
/BD_78	/BND_822	a-orient
/BD_79	/RN_00129	subtus
/BD_79	/BND_823	ab-una-part
/BD_79	/BND_824	ab-una-part
/BD_79	/BND_825	ab-una-part
/BD_79	/BND_826	ab-una-part
/BD_8	/BD_7	a-occident
/BD_8	/R_55	a-meridie
/BD_8	/R_54	a-orient
/BD_8	/R_39	a-circio
/BD_8	/BD_9	a-circio
/BD_80	/R_17	in
/BD_80	/R_16	prope et ante
/BD_80	/R_80	prope
/BD_80	/R_17	a-occident
/BD_80	/BND_827	a-circio
/BD_80	/BND_828	a-meridie
/BD_80	/BND_829	a-meridie
/BD_81	/E_146	a-orient
/BD_81	/BD_1014	a-orient
/BD_81	/RN_00130	a-meridie
/BD_81	/BD_1012	a-circio
/BD_81	/E_161	a-occident
/BD_81	/BD_82	in-medio
/BD_82	/BD_81	a-meridie
/BD_82	/BD_81	a-orient
/BD_82	/BD_1012	a-circio
/BD_82	/E_161	a-occident
/BD_83	/R_14	in
/BD_83	/R_15	a-circio
/BD_83	/R_15	a-occident
/BD_83	/BD_84	a-occident
/BD_83	/BD_116	a-orient
/BD_83	/BD_84	a-meridie
/BD_84	/R_14	in
/BD_84	/R_14	a-occident
/BD_84	/BD_83	a-circio
/BD_84	/R_15	a-circio
/BD_84	/BD_83	a-orient
/BD_84	/BD_85	a-meridie
/BD_85	/BD_84	a-circio
/BD_85	/R_14	a-occident
/BD_85	/BD_90	a-orient
/BD_85	/BD_86	a-meridie
/BD_86	/BD_85	a-circio
/BD_86	/R_14	a-occident
/BD_86	/BD_90	a-orient
/BD_86	/R_14	a-meridie
/BD_86	/BD_87	a-meridie
/BD_87	/BD_86	a-circio
/BD_87	/R_14	a-occident
/BD_87	/BD_90	a-orient
/BD_87	/BD_88	a-meridie
/BD_88	/BD_87	a-circio
/BD_88	/R_14	a-occident
/BD_88	/R_96	a-meridie
/BD_88	/BD_89	a-orient
/BD_89	/R_96	in
/BD_89	/BD_88	a-occident
/BD_89	/R_96	a-meridie
/BD_89	/BD_90	a-orient
/BD_89	/BD_90	a-circio
/BD_9	/BD_8	a-meridie
/BD_9	/R_54	a-orient
/BD_9	/R_39	a-occident
/BD_9	/BD_10	a-circio
/BD_90	/BD_85	a-occident
/BD_90	/BD_86	a-occident
/BD_90	/BD_87	a-occident
/BD_90	/R_96	a-meridie
/BD_90	/BD_117	a-circio
/BD_90	/BD_91	a-orient
/BD_90	/BD_123	a-orient
/BD_91	/BD_90	a-occident
/BD_91	/BD_90	a-circio
/BD_91	/R_96	a-meridie
/BD_91	/BD_124	a-orient
/BD_92	/R_96	in
/BD_92	/R_74	a-meridie
/BD_92	/BD_144	a-orient
/BD_92	/R_96	a-circio
/BD_92	/BD_448	a-meridie
/BD_92	/BD_93	a-occident
/BD_92	/BD_94	a-occident
/BD_92	/BD_95	a-occident
/BD_92	/BD_96	a-occident
/BD_93	/R_13	a-circio
/BD_93	/R_13	a-occident
/BD_93	/BD_92	a-orient
/BD_93	/BD_94	a-meridie
/BD_94	/BD_93	a-circio
/BD_94	/R_13	a-occident
/BD_94	/BD_92	a-orient
/BD_94	/BD_95	a-meridie
/BD_95	/BD_94	a-circio
/BD_95	/BD_94	a-occident
/BD_95	/R_13	a-occident
/BD_95	/BD_96	a-meridie
/BD_95	/BD_96	a-orient
/BD_96	/BD_94	a-circio
/BD_96	/BD_95	a-circio
/BD_96	/R_13	a-occident
/BD_96	/BD_95	a-occident
/BD_96	/BD_97	a-meridie
/BD_96	/BD_448	a-meridie
/BD_96	/BD_92	a-orient
/BD_97	/BD_96	a-circio
/BD_97	/R_13	a-occident
/BD_97	/R_79	a-meridie
/BD_97	/BD_448	a-orient
/BD_98	/R_12	a-occident
/BD_98	/R_12	a-meridie
/BD_98	/BD_448	a-circio
/BD_98	/BD_99	a-orient
/BD_99	/BD_98	a-occident
/BD_99	/BD_448	a-circio
/BD_99	/R_12	a-meridie
/BD_99	/BD_100	a-orient
/BD_189	/L_212	prope
/BD_189	/BD_188	prope
/BD_189	/BND_858	a-circio
/BD_189	/RN_00137	a-circio
/BD_189	/BND_860	a-occident
/BD_189	/BD_74	a-meridie
/BD_189	/BD_70	a-meridie
/BD_189	/BD_71	a-meridie
